Date,Title,Short Note
2006-01-10,彩票詐騙,"最近見到一個真實的詐騙事件。 
一位老人家突然收到一封信，告訴他已經中了彩票(LOTTERY)，獎金是五十萬，比較特別的是信中附上一張幾乎五千元的支票，發票者是一家遠在亞拉巴馬州的公司，銀行也是一家亞拉巴馬州的銀行。信件要求老人家收到信之後馬上撥一個免費電話，之後便可以將支票存入自己帳戶，這筆款項是用來支付與領取獎金有關的律師費用。 
這種彩票得獎的詐騙以前也經常出現，但很少會主動寄一張支票給您，難怪老人家收到信件後大為興奮，心想即使五十萬獎金是假的，這張支票說不定可以兌現，平白得到幾千元也是一件好事。 
我代老人家打電話，對方一定要我留下電話，說會要求在領取獎金之前將這張支票中的部份款項寄入去，以便支付律師費用，還再三說不要告訴其他人，以免影響領取獎金。我也向銀行和發出支票的公司，那張支票當然是不能兌現，所以的確是騙徒利用老人家的貪念，去達到騙財的目的。 
老千騙術層出不窮，大家要時常提防。"
2006-01-09,電子儲蓄債券,"對I-BOND有興趣的投資者都知道，I-BOND分為「紙上債券」和「電子債券」，前者是用傳統方式購買，投資者要填申請表，然後將支票寄入聯邦儲備銀行，一段時間後便會收到「紙上債券」。但近年政府鼓勵大家利用「電子債券」，要先在網上開設「財政直接」帳戶，所有債券都存在帳戶上，不會收到「紙上債券」。 
政府在早前曾宣布，「紙上債券」將來可以放入「財政直接」帳戶，從此全部儲蓄債券都可以集中在「財政直接」帳戶之內。不過，您先要收到聯儲銀行的邀請，才可以開始將「紙上債券」轉為「電子債券」。 
釵h投資者(包括筆者)一直在等候邀請，但似乎沒有人收到邀請，最近一位讀者去信聯儲銀行查詢何時會發出邀請，第二天便收到邀請。筆者照樣去信查詢，亦是第二天便接到「邀請」通知。 
可見要早些接到邀請，不能光等候，要主動向聯儲銀行查詢，您首先要設立一個「財政直接」帳戶，然後在帳戶內發一個電子郵件給聯儲銀行，客氣地詢問「何時輪到我」，說不定第二天便會接到邀請。"
2006-01-06,減輕債務負擔,"聯邦儲備局已經將短期利率增加至4.5%，最優惠利率(PRIME RATE)亦已經增加至7.25%，對利用浮動利率借貸的朋友，會發覺還款和利息不斷上升。信用卡平均利率目前是13.52%，利用房屋淨值信用額的朋友，利率大多按最優惠利率訂立，目前要付7%或以上利率。至於利用浮動利率房貸的朋友，可能還未見到利率上升的全部效果，因為這類貸款有最高調整限制，例如每六個月或一年內利率不會升過1-2%,，但過了一段時間利率將會持續上升。 
面對浮動貸款利率上升，應該盡量減低信用卡欠賬或其他浮動利率貸款，假如您房屋淨值信用貸款準備好幾年才歸還，便應該考慮趁目前固定房貸利率仍相當低，將信用額轉為淨值貸款。 
釵h人以為利息可以扣稅，債務多一些反而有好處。其實利息扣稅的好處往往被誇大，首先，非個人貸款(如信用卡貸款或汽車貸款等)是不能用來扣稅的，即使是房屋貸款，也要利用逐項扣稅的納稅人才有用，但即使沒有貸款利息扣稅每一個納稅人都可享用標準扣稅，實際的扣稅好處只不過是超出標準扣稅的那部份而已。最後，即使可扣稅，大多數家庭的「邊際稅率」只不過在20%以下，故真正的稅務優惠並不如想象中多。 
在新的一年，願您能向「無債一身輕」目標進發。"
2006-01-05,利用債券作投資,"資金應該按計劃分配在股票與債券兩大類，股票的那部份用幾個指數共同基金便足夠，喜歡的話，小部份投資到合自己心意的個別公司股票也不錯，由於只是用小部份資金，這個部份無需顧及分散投資。 
債券方面，最簡單的方法是利用聯邦政府的通膨指數儲儲債券(I-BOND)，這種債券保證收益超過通通膨率，而且本金絕對安全，債券價值也不會有任何波動，是保守投資的好選擇。 
除了通膨指數債券，筆者比較喜歡利用地方免稅債券和房屋貸款債券，前者適合收入和稅率比較高的投資者。此外，大公司的優先股票(Preferred Stock)也可以當為債券組合的一部份，這些債券派發固定的股息，但本金有點市場風險。 
另一種投資債券的方法，是透過債券共同基金，好處是方便，缺點是要付管理費用，並且由於基金從來不會到期，所以本金任何時候都有價值波動的風險。 
除了股票和債券投資外，一部份資金應該投資在高息的貨幣市場帳戶(目前有些網上銀行的貨幣市場存款利率達4.5%)，以備不時之需，起碼金額是三個月家庭的開支。"
2006-01-04,注意投資費用,"投資股票共同基金，並非越多不同的基金越好，太多基金自己要處利的文件可能越多，也沒有時間去弄清楚基金的情況，更甚的，是費用可能會增加，卻沒有額外分散投資的優點，有時太多基金，基金內的投資都重複了。 
這幾年股票市場的收益只有單位數字，投資賺錢相當不容易，因此要特別注意投資的費用。基金通常每年收取1.5%管理費，不論基金賺或虧都要繳付，假如加上銷售費用，另外再加上1-2%投資經理管理費用，可能您投資收益三至四成會先用來支付費用，自己要賺錢更不容易了。 
近年很流行的「股票指數共同基金」(STOCK INDEX MUTUAL FUNDS)，除了完全沒有銷售費用之外，每年管理費用只有不到0.5%，費用最低的，甚至低至0.1%，比一般基金年費低了九成以上。 
另一種名為「交易所基金」(Exchange Traded Funds)，是近期很流行的投資工具，可以用來取代指數共同基金，它的管理費用也是十分低，不過購買和賣出時都要付交易佣金。"
2001-01-01,1/2/2008歲首作財政檢討,
2007-12-26,捐獻實物稅例,年底之前作慈善捐獻，除了做善事外，亦可能幫助您省稅。  許多人喜歡作非現金的實物捐獻，最普遍的是捐獻股票或舊衣物。大多數慈善機構都有股票經紀帳戶，只要您知道帳戶號碼，便可以授權您的經紀行直接將股票轉帳至受贈機構。不過，最好是捐獻已經贈值和持有期W過一年的股票，因為可以避免資金贈值稅，也可以按股票市值扣稅。假如股票持有期不足一年，則只能用股票成本價錢扣稅。假如股票有虧蝕，作捐獻便會失去「資金虧蝕」扣稅好處，故寧可自行出售，再將得款作捐獻。  捐獻舊衣物要注意扣稅金額，通常受贈機構都不會在收據上列出衣物價值，您扣稅的金額是舊衣物的「市場銷售價」，扣稅金額在$500以下可以自行決定，但超過$500便要由合資格的估值師評估價值。  
2007-12-24,年底前計劃退休儲蓄,
2007-12-21,年底注意兩項稅例,接近年底，有兩項稅務事情值得投資者留意。   第一項，接近年底進行1031交換的讀者需要知道，作1031交換時，一般新物業要在舊物業交換出去之後，180天內換入新物業，但這個180天其實是180天或者是遞交報稅表日期，以兩者較早者為準。在12月之內進行交換，本來180天是到明年中旬左右，但假如在明年4月15日或之前遞交2007年報稅表，限期便在遞交報稅表時結束，即是有可能不足180天。因此如需要180天，務必提前向國稅局申請延緩報稅。  第二項，是與接近年底出售有虧蝕的投資有關，就是要提防WASH RULE。稅例上規定，當您在出售有虧蝕的投資之前或之後三十天內，如果有購買同樣的投資，則出售投資時產生的資金虧蝕不能馬上扣稅，而要將虧蝕放入購入的投資成本上。一旦成為WASH SALE，便不可在今年報稅表上扣稅，而要等到將來賣出這個投資時才可以扣。   WASH SALE 只影響有虧蝕的投資，對有資金增值的投資，即使有重新購買同樣投資，也一樣要為資金增值付稅。
2007-12-20,「提款卡」密碼集體被盜用,            在南加州一位好朋友住的城市，最近突然有許多居民到警察局投訴，說他們的銀行帳戶被人提取了幾百元到幾千元。警察局在追查下，發覺所有投訴者都曾在最近光顧同一家加油站，這家加油站不接受信用卡(Credit Card)，只接受現金或「提款卡」(Debit Card)，這些帳戶被盜的人全都是使用「提款卡」的顧客。警方在證明加油站的東主或僱員沒有犯法後，發覺歹徒在加油站設置錄影機，顧客在使用「提款卡」時要放入帳戶號碼和密碼，都被錄影機攝下，歹徒便馬上可以偷取帳戶內的存款。              聯邦法律規定，信用卡假如被盜用，客戶的損失不會超過$50， 但這些「提款卡」的保障比信用卡的保障少，您要在個人密碼被盜後兩天內通知銀行，損失才不會超過$50，假如您在兩天之後才通知銀行，損失便可高達$500；假如您在銀行寄月結單之後六十天內沒有通知銀行，則所有損失都要自行負責。其他好像「自動提款卡」(ATM Card)或支票卡(Check Card)則連這些保障也沒有。              要使用這些提款卡時請特別小心，可以的話，寧可放棄使用這類風險比較高的卡。
